Sentença;Entidade 1;Tipo Entidade 1;Relacao;Entidade 2;Tipo Entidade 2
A Airfox , uma startup que fornece serviços financeiros transformadores para os mercados emergentes , anunciou hoje uma parceria com a ZestFinance , especialista em inteligência artificial , e a gigante do varejo brasileiro Via Varejo para entregar um novo modelo de microcrédito com infraestrutura .;Airfox;ORG;anunciou hoje uma parceria com a;ZestFinance;ORG
A Airfox , uma startup que fornece serviços financeiros transformadores para os mercados emergentes , anunciou hoje uma parceria com a ZestFinance , especialista em inteligência artificial , e a gigante do varejo brasileiro Via Varejo para entregar um novo modelo de microcrédito com infraestrutura .;Airfox;ORG;;Via Varejo;ORG
A Airfox , uma startup que fornece serviços financeiros transformadores para os mercados emergentes , anunciou hoje uma parceria com a ZestFinance , especialista em inteligência artificial , e a gigante do varejo brasileiro Via Varejo para entregar um novo modelo de microcrédito com infraestrutura .;ZestFinance;ORG;;Via Varejo;ORG
Para lançar seu cartão de crédito virtual , o Banrisul integrou a plataforma CSU.Digital , da CSU.CardSystem , que permite definir , de forma flexível as funcionalidades digitais que a instituição queria implementar e oferecer a seus clientes .;Banrisul;ORG;integrou a plataforma ;CSU.Digital;ORG
Para lançar seu cartão de crédito virtual , o Banrisul integrou a plataforma CSU.Digital , da CSU.CardSystem , que permite definir , de forma flexível as funcionalidades digitais que a instituição queria implementar e oferecer a seus clientes .;Banrisul;ORG;;CSU.CardSystem;ORG
Para lançar seu cartão de crédito virtual , o Banrisul integrou a plataforma CSU.Digital , da CSU.CardSystem , que permite definir , de forma flexível as funcionalidades digitais que a instituição queria implementar e oferecer a seus clientes .;CSU.Digital;ORG;de;CSU.CardSystem;ORG
As PMEs já correspondem a 40% das empresas exportadoras do Brasil , segundo estudo de 2018 do Sebrae , mas não conseguem negociar o alto spread embutido nas transações cambiais intermediadas pelas instituições bancárias .;Sebrae;ORG;;Brasil;PLC
A startup de logística Pegaki cresceu dando aos clientes a opção de retirarem seus produtos em locais próximos à sua residência — uma estratégia que gigantes como a Magazine Luiza já praticam por meio da disseminação de suas lojas .;Magazine Luiza;ORG;;Pegaki;PLC
O Grupo Carrefour Brasil informou nesta segunda-feira que o Banco Carrefour lançou um marketplace de seguros e serviços , destinado a clientes do cartão Carrefour e do cartão Atacadão , que terão condições especiais , e não clientes que possuem outros cartões de crédito .;Grupo Carrefour Brasil;ORG;informou em;Banco Carrefour;ORG
O Grupo Carrefour Brasil informou nesta segunda-feira que o Banco Carrefour lançou um marketplace de seguros e serviços , destinado a clientes do cartão Carrefour e do cartão Atacadão , que terão condições especiais , e não clientes que possuem outros cartões de crédito .;Grupo Carrefour Brasil;ORG;;Carrefour;ORG
O Grupo Carrefour Brasil informou nesta segunda-feira que o Banco Carrefour lançou um marketplace de seguros e serviços , destinado a clientes do cartão Carrefour e do cartão Atacadão , que terão condições especiais , e não clientes que possuem outros cartões de crédito .;Grupo Carrefour Brasil;ORG;;Atacadão;ORG
O Grupo Carrefour Brasil informou nesta segunda-feira que o Banco Carrefour lançou um marketplace de seguros e serviços , destinado a clientes do cartão Carrefour e do cartão Atacadão , que terão condições especiais , e não clientes que possuem outros cartões de crédito .;Banco Carrefour;ORG;;Carrefour;ORG
O Grupo Carrefour Brasil informou nesta segunda-feira que o Banco Carrefour lançou um marketplace de seguros e serviços , destinado a clientes do cartão Carrefour e do cartão Atacadão , que terão condições especiais , e não clientes que possuem outros cartões de crédito .;Banco Carrefour;ORG;;Atacadão;ORG
O Grupo Carrefour Brasil informou nesta segunda-feira que o Banco Carrefour lançou um marketplace de seguros e serviços , destinado a clientes do cartão Carrefour e do cartão Atacadão , que terão condições especiais , e não clientes que possuem outros cartões de crédito .;Carrefour;ORG;;Atacadão;ORG
A expectativa é de chegar ao fim deste ano tendo transacionado um valor acumulado de R$ 1 bilhão , diz o CEO e fundador da PayMee , Bruno Maranhão .;CEO;ORG;;PayMee;ORG
A expectativa é de chegar ao fim deste ano tendo transacionado um valor acumulado de R$ 1 bilhão , diz o CEO e fundador da PayMee , Bruno Maranhão .;CEO;ORG;;Bruno Maranhão;PER
A expectativa é de chegar ao fim deste ano tendo transacionado um valor acumulado de R$ 1 bilhão , diz o CEO e fundador da PayMee , Bruno Maranhão .;PayMee;ORG;;Bruno Maranhão;PER
Até o final deste ano , o Cilia espera chegar a um milhão de orçamentos , com a ajuda do Fasttrack .;Fasttrack;ORG;com a ajuda do;Cilia;PER
Bancos legados têm de se esforçar muito se quiserem sobreviver mais um século como grandes presenças no mundo do banco digital Novos bancos europeus como Monzo e N26 expandem suas operações para novos mercados e um número crescente de outros players financeiros lançam suítes de produtos e serviços projetados para atrair clientes de instituições financeiras (FIs , do inglês financial institutions ) tradicionais .;Monzo;ORG;;N26;ORG
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Votorantim;ORG;;Olivia;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Votorantim;ORG;;Lucas Moraes;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Votorantim;ORG;do;Ermírio de Moraes;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Votorantim;ORG;;Itaú;ORG
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Votorantim;ORG;;Banco do Brasil;ORG
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Itaú;ORG;;Olivia;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Itaú;ORG;;Lucas Moraes;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Itaú;ORG;;Ermírio de Moraes;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Itaú;ORG;;Banco do Brasil;ORG
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Banco do Brasil;ORG;;Olivia;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Banco do Brasil;ORG;;Lucas Moraes;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Banco do Brasil;ORG;;Ermírio de Moraes;PER
Para simplificar o processo e aproximar novos investidores desse universo , a corretora Easynvest lançou nesta segunda-feira , em São Paulo , uma plataforma voltada exclusivamente à renda variável – que contempla ativos como ações e fundos imobiliários .;Easynvest;ORG;lançou;São Paulo;PLC
Apenas nesta semana , o banco Bradesco realizou investimentos em duas startups por meio do braço de investimento corporativo InovaBra Ventures .;Bradesco;ORG;realizou investimentos em duas startups por meio do braço de investimento corporativo;InovaBra Ventures;ORG
Temos muitos clientes que dizem que estando conosco e querem fechar suas contas no outro banco , mas não conseguem porque tem um seguro , um empréstimo consignado lá” , diz David Vélez , cofundador do Nubank .;Nubank;ORG;cofundador de;David Vélez;PER
Essa modalidade , segundo levantamento feito pelo Sebrae até a segunda quinzena de agosto , já realizou 23 operações em Mato Grosso do Sul , com taxa de juros que varia de 3,5 % a 6,5% .;Sebrae;ORG;;Mato Grosso do Sul;PLC
Segundo Piero Contezini , CEO do Asaas , pelo FIDC , é possível antecipar até R$ 150 milhões mensalmente , o que possibilita maior capital de giro para os pequenos negócios .;CEO;ORG;;Piero Contezini;PER
Segundo Piero Contezini , CEO do Asaas , pelo FIDC , é possível antecipar até R$ 150 milhões mensalmente , o que possibilita maior capital de giro para os pequenos negócios .;CEO;ORG;;Asaas;ORG
Segundo Piero Contezini , CEO do Asaas , pelo FIDC , é possível antecipar até R$ 150 milhões mensalmente , o que possibilita maior capital de giro para os pequenos negócios .;CEO;ORG;;FIDC;ORG
Segundo Piero Contezini , CEO do Asaas , pelo FIDC , é possível antecipar até R$ 150 milhões mensalmente , o que possibilita maior capital de giro para os pequenos negócios .;Asaas;ORG;CEO de;Piero Contezini;PER
Segundo Piero Contezini , CEO do Asaas , pelo FIDC , é possível antecipar até R$ 150 milhões mensalmente , o que possibilita maior capital de giro para os pequenos negócios .;Asaas;ORG;por;FIDC;ORG
Segundo Piero Contezini , CEO do Asaas , pelo FIDC , é possível antecipar até R$ 150 milhões mensalmente , o que possibilita maior capital de giro para os pequenos negócios .;FIDC;ORG;;Piero Contezini;PER
O sistema dispensa fiador e tem taxas mais baixas do que as cobradas por seguradoras” , explica Fábio Cruz , CTO da CredPago .;CTO;ORG;;Fábio Cruz;PER
O sistema dispensa fiador e tem taxas mais baixas do que as cobradas por seguradoras” , explica Fábio Cruz , CTO da CredPago .;CTO;ORG;;CredPago;ORG
O sistema dispensa fiador e tem taxas mais baixas do que as cobradas por seguradoras” , explica Fábio Cruz , CTO da CredPago .;CredPago;ORG;CTO de;Fábio Cruz;PER
Segundo o levantamento , a Região Sudeste é seguida pela Sul , com 257 startups do agro .;Sul;ORG;seguida por;Região Sudeste;PLC
Com isso , a Giro.Tec h garante ao FIDC um risco muito menor de calotes ou fraudes .;Giro.Tec;ORG;garante a;FIDC;ORG
A equipe de Peter Savolainen, do Instituto Real de Tecnologia, de Estocolmo, Suécia, constatou que a diversidade genética era maior entre os cães do leste asiático.;Instituto Real de Tecnologia;ORG;de;Peter Savolainen;PER
A equipe de Peter Savolainen, do Instituto Real de Tecnologia, de Estocolmo, Suécia, constatou que a diversidade genética era maior entre os cães do leste asiático.;Instituto Real de Tecnologia;ORG;de;Estocolmo;PLC
A equipe de Peter Savolainen, do Instituto Real de Tecnologia, de Estocolmo, Suécia, constatou que a diversidade genética era maior entre os cães do leste asiático.;Instituto Real de Tecnologia;ORG;de;Suécia;PLC
Jennifer Leonard, da Universidade da Califórnia em Los Angeles, e colegas de instituições do Peru e do México procuraram verificar o material genético de raças de cachorro sabidamente anteriores à chegada dos europeus.;Universidade da Califórnia;ORG;de;Jennifer Leonard;PER
Jennifer Leonard, da Universidade da Califórnia em Los Angeles, e colegas de instituições do Peru e do México procuraram verificar o material genético de raças de cachorro sabidamente anteriores à chegada dos europeus.;Universidade da Califórnia;ORG;em;Los Angeles;PLC
Jennifer Leonard, da Universidade da Califórnia em Los Angeles, e colegas de instituições do Peru e do México procuraram verificar o material genético de raças de cachorro sabidamente anteriores à chegada dos europeus.;Universidade da Califórnia;ORG;;Peru;PLC
Jennifer Leonard, da Universidade da Califórnia em Los Angeles, e colegas de instituições do Peru e do México procuraram verificar o material genético de raças de cachorro sabidamente anteriores à chegada dos europeus.;Universidade da Califórnia;ORG;;México;PLC
Marcelo Tejedor, paleontólogo da Universidade Nacional da Patagônia, esboça um sorriso meio sem graça quando lhe perguntam se não é uma situação frustrante.;Universidade Nacional da Patagônia;ORG;paleontólogo de;Marcelo Tejedor;PER
Esse é um alvo viável para remédios contra a obesidade', disse um dos autores, John Clapham, da empresa farmacêutica SmithKline Beecham, que fez o estudo em colaboração com a Universidade de Cambridge, Reino Unido.;SmithKline Beecham;ORG;;Reino Unido;PLC
Depois de ter sido acusada pela Organização Mundial da Saúde de ter mais casos de pneumonia asiática do que relatava publicamente, a China prometeu mais transparência na notificação de casos da doença.;Organização Mundial da Saúde;ORG;;China;ORG
O encontro do partido ocorreu um dia depois da OMS ter dito que Pequim tem 200 casos de Sars em vez dos 37 notificados.;OMS;ORG;;Sars;PER
Mas, segundo a agência de notícias France Presse, a Venezuela já tem um caso suspeito:;France Presse;ORG;;Venezuela;PER
Cientistas do Centro de Estudos de Saclay, na França, parecem ter encontrado o primeiro indício de que a Via Láctea esteja cercada por um verdadeiro campo minado de buracos negros, cerca de 1 milhão ao todo, eles estimam.;Centro de Estudos de Saclay;ORG;em;França;PLC
Um grupo que reúne 13 sociedades científicas nacionais, lideradas pela Academia Brasileira de Ciências e pela Associação Nacional de Biossegurança (ANBio), enviou uma carta ao Senado Federal para pedir mudanças no projeto da nova Lei de Biossegurança, recentemente aprovado pela Câmara dos Deputados.;Academia Brasileira de Ciências;ORG;;ANBio;ORG
Um grupo que reúne 13 sociedades científicas nacionais, lideradas pela Academia Brasileira de Ciências e pela Associação Nacional de Biossegurança (ANBio), enviou uma carta ao Senado Federal para pedir mudanças no projeto da nova Lei de Biossegurança, recentemente aprovado pela Câmara dos Deputados.;Associação Nacional de Biossegurança;ORG;;Câmara dos Deputados;ORG
A idéia foi lançada pelo ministro Roberto Amaral (Ciência e Tecnologia) e detalhada ontem durante a abertura do 1º Congresso Internacional de Biodiesel, realizado em Ribeirão Preto e promovido pela USP (Universidade de São Paulo) da cidade.;Ciência e Tecnologia;ORG;;Ribeirão Preto;PLC
A idéia foi lançada pelo ministro Roberto Amaral (Ciência e Tecnologia) e detalhada ontem durante a abertura do 1º Congresso Internacional de Biodiesel, realizado em Ribeirão Preto e promovido pela USP (Universidade de São Paulo) da cidade.;USP;ORG;;ministro Roberto Amaral;PER
A idéia foi lançada pelo ministro Roberto Amaral (Ciência e Tecnologia) e detalhada ontem durante a abertura do 1º Congresso Internacional de Biodiesel, realizado em Ribeirão Preto e promovido pela USP (Universidade de São Paulo) da cidade.;USP;ORG;;Ribeirão Preto;PLC
Francelino Grando, secretário de Política Tecnológica Empresarial do MCT (Ministério da Ciência e Tecnologia), disse que a proposta é 'uma equação lógica'.;MCT;ORG;de;Francelino Grando;PER
Francelino Grando, secretário de Política Tecnológica Empresarial do MCT (Ministério da Ciência e Tecnologia), disse que a proposta é 'uma equação lógica'.;MCT;ORG;de;secretário de Política Tecnológica Empresarial;PER
O projeto, desenvolvido pela USP de Ribeirão, consegue produzir o biodiesel a partir da mistura de óleo vegetal (incluindo o de soja) e etanol, álcool derivado da cana-de-açúcar.;USP;ORG;de;Ribeirão;PLC
Ainda ontem, o prefeito de Ribeirão, Gilberto Maggioni (PMN), assinou uma carta de intenção com a USP para colocar parte da frota da administração municipal movida a biodiesel, já a partir de junho.;PMN;ORG;;Ribeirão;PLC
Ainda ontem, o prefeito de Ribeirão, Gilberto Maggioni (PMN), assinou uma carta de intenção com a USP para colocar parte da frota da administração municipal movida a biodiesel, já a partir de junho.;PMN;ORG;;USP;ORG
Ainda ontem, o prefeito de Ribeirão, Gilberto Maggioni (PMN), assinou uma carta de intenção com a USP para colocar parte da frota da administração municipal movida a biodiesel, já a partir de junho.;USP;ORG;;Gilberto Maggioni;PER
Stuart Lipton, do Instituto Burnham, Califórnia, não duvida:;Instituto Burnham;ORG;de;Stuart Lipton;PER
Segundo informou a ASI (agência espacial italiana) no fim da noite de ontem por telefone, o impacto dos destroços teria ocorrido às 18h06 (horário de Brasília), em uma área remota do oceano.;ASI;ORG;;Brasília;PLC
A conclusão é de Barry Ellman, do Centro para Estudos Urbanos e Comunitários da Universidade de Toronto, Canadá.;Centro para Estudos Urbanos e Comunitários da Universidade de Toronto;ORG;de;Barry Ellman;PER
A opinião é do agrônomo Miguel Guerra, da UFSC (Universidade Federal de Santa Catarina).;UFSC;ORG;de;Miguel Guerra;PER
O aumento da temperatura na Antártida durante o último século foi de 1,2°C, pelo menos o dobro da média no resto do planeta, que ficou entre 0,2°C e 0,6°C, segundo o IPCC (Painel Intergovernamental de Mudança Climática, órgão da ONU).;IPCC;ORG;;Antártida;PLC
O aumento da temperatura na Antártida durante o último século foi de 1,2°C, pelo menos o dobro da média no resto do planeta, que ficou entre 0,2°C e 0,6°C, segundo o IPCC (Painel Intergovernamental de Mudança Climática, órgão da ONU).;IPCC;ORG;órgão de;ONU;PER
O aumento da temperatura na Antártida durante o último século foi de 1,2°C, pelo menos o dobro da média no resto do planeta, que ficou entre 0,2°C e 0,6°C, segundo o IPCC (Painel Intergovernamental de Mudança Climática, órgão da ONU).;Painel Intergovernamental de Mudança Climática;ORG;;Antártida;PLC
O aumento da temperatura na Antártida durante o último século foi de 1,2°C, pelo menos o dobro da média no resto do planeta, que ficou entre 0,2°C e 0,6°C, segundo o IPCC (Painel Intergovernamental de Mudança Climática, órgão da ONU).;Painel Intergovernamental de Mudança Climática;ORG;órgão de;ONU;PER
O aumento da temperatura na Antártida durante o último século foi de 1,2°C, pelo menos o dobro da média no resto do planeta, que ficou entre 0,2°C e 0,6°C, segundo o IPCC (Painel Intergovernamental de Mudança Climática, órgão da ONU).;ONU;ORG;;Antártida;PLC
É o que mostra o estudo publicado pelo britânico David Vaughan e seus colegas do British Antarctic Survey na revista 'Science' de esta semana.;British Antarctic Survey;ORG;;Science;ORG
É o que mostra o estudo publicado pelo britânico David Vaughan e seus colegas do British Antarctic Survey na revista 'Science' de esta semana.;Science ;ORG;;David Vaughan;PER
Os brasileiros (Gilson Rambelli, Paulo Bava de Camargo e Flávio Rizzi, pesquisadores do Museu de Arqueologia e Etnologia (MAE) da USP) acharam mesmo restos de um ou dois navios antigos, possivelmente portugueses dos século 15 ou 16, da chamada tradição ibero-atlântica.;Museu de Arqueologia e Etnologia;ORG;pesquisadores de;Gilson Rambelli;PER
Os brasileiros (Gilson Rambelli, Paulo Bava de Camargo e Flávio Rizzi, pesquisadores do Museu de Arqueologia e Etnologia (MAE) da USP) acharam mesmo restos de um ou dois navios antigos, possivelmente portugueses dos século 15 ou 16, da chamada tradição ibero-atlântica.;Museu de Arqueologia e Etnologia;ORG;pesquisadores de;Flávio Rizzi;PER
Os brasileiros (Gilson Rambelli, Paulo Bava de Camargo e Flávio Rizzi, pesquisadores do Museu de Arqueologia e Etnologia (MAE) da USP) acharam mesmo restos de um ou dois navios antigos, possivelmente portugueses dos século 15 ou 16, da chamada tradição ibero-atlântica.;Museu de Arqueologia e Etnologia;ORG;de;USP;ORG
Os brasileiros (Gilson Rambelli, Paulo Bava de Camargo e Flávio Rizzi, pesquisadores do Museu de Arqueologia e Etnologia (MAE) da USP) acharam mesmo restos de um ou dois navios antigos, possivelmente portugueses dos século 15 ou 16, da chamada tradição ibero-atlântica.;MAE;ORG;de;USP;ORG
O rio Arade foi a principal rota de acesso a Silves desde a implantação dos estabelecimentos fenícios no Algarve', escrevem os três brasileiros em artigo a ser publicado na revista do MAE.;MAE;ORG;;Arade;PLC
O rio Arade foi a principal rota de acesso a Silves desde a implantação dos estabelecimentos fenícios no Algarve', escrevem os três brasileiros em artigo a ser publicado na revista do MAE.;MAE;ORG;;Silves;PLC
O rio Arade foi a principal rota de acesso a Silves desde a implantação dos estabelecimentos fenícios no Algarve', escrevem os três brasileiros em artigo a ser publicado na revista do MAE.;MAE;ORG;;Algarve;PLC
A escavação deste ano, realizada em julho e agosto, foi organizada pelo Centro Nacional de Arqueologia Náutica e Subaquática do Instituto Português de Arqueologia.;Centro Nacional de Arqueologia Náutica e Subaquática;ORG;de;Instituto Português de Arqueologia;ORG
Rambelli, que coordenou a participação brasileira, está lançando nesta semana o livro 'Arqueologia Até Debaixo 'Água '(Editora Maranta, São Paulo, 2002).;Editora Maranta;ORG;;Rambelli;PER
Esse vírus é antigo e é uma zoonose', diz o virologista Paolo Zanotto, da USP, que está preparando um diagnóstico molecular da pneumonia.;USP;ORG;de;Paolo Zanotto;PER
Isso é tudo o que esperam órgãos como os Institutos Nacionais de Saúde (NIH) dos EUA, que correm atrás de uma vacina para a doença.;Institutos Nacionais de Saúde;ORG;de;EUA;PLC
Isso é tudo o que esperam órgãos como os Institutos Nacionais de Saúde (NIH) dos EUA, que correm atrás de uma vacina para a doença.;NIH;ORG;de;EUA;PLC
As análises feitas com diferentes genes sequenciados até o momento indicam que esse não parece ser um recombinante', disse à Folha a médica Teresa Peret, dos CDC (Centros para Controle e Prevenção de Doenças) dos EUA, uma brasileira que integrou a equipe que identificou o vírus.;Folha;ORG;;CDC;ORG
As análises feitas com diferentes genes sequenciados até o momento indicam que esse não parece ser um recombinante', disse à Folha a médica Teresa Peret, dos CDC (Centros para Controle e Prevenção de Doenças) dos EUA, uma brasileira que integrou a equipe que identificou o vírus.;Folha;ORG;;Centros para Controle e Prevenção de Doenças;ORG
As análises feitas com diferentes genes sequenciados até o momento indicam que esse não parece ser um recombinante', disse à Folha a médica Teresa Peret, dos CDC (Centros para Controle e Prevenção de Doenças) dos EUA, uma brasileira que integrou a equipe que identificou o vírus.;Folha;ORG;;EUA;PLC
As análises feitas com diferentes genes sequenciados até o momento indicam que esse não parece ser um recombinante', disse à Folha a médica Teresa Peret, dos CDC (Centros para Controle e Prevenção de Doenças) dos EUA, uma brasileira que integrou a equipe que identificou o vírus.;CDC;ORG;de;Teresa Peret;PER
As análises feitas com diferentes genes sequenciados até o momento indicam que esse não parece ser um recombinante', disse à Folha a médica Teresa Peret, dos CDC (Centros para Controle e Prevenção de Doenças) dos EUA, uma brasileira que integrou a equipe que identificou o vírus.;CDC;ORG;de;EUA;PLC
As análises feitas com diferentes genes sequenciados até o momento indicam que esse não parece ser um recombinante', disse à Folha a médica Teresa Peret, dos CDC (Centros para Controle e Prevenção de Doenças) dos EUA, uma brasileira que integrou a equipe que identificou o vírus.;Centros para Controle e Prevenção de Doenças;ORG;de;EUA;PLC
Adalberto Veríssimo, da ONG Imazon, apresentou estudo segundo o qual as cidades em regiões amazônicas ocupadas de forma predatória duram por volta de 23 anos.;ONG Imazon;ORG;de;Adalberto Veríssimo;PER
Em testes in vitro, elas foram eficientes contra o câncer de mama, por exemplo', afirma Jonas Perales, do Laboratório de Toxinologia, que coordena os estudos.;Laboratório de Toxinologia;ORG;de;Jonas Perales;PER
Para Ida Sano Martins, que estuda a fisiologia de venenos no Instituto Butantan, em São Paulo, a estratégia poderia vencer algumas limitações dos soros antiofídicos atuais.;Instituto Butantan;ORG;em;São Paulo;PLC
A informação foi dada na conferência 'daOrigem do Universo a os Grandes Telescópios', ministrada ontem por João Steiner, astrofísico da USP, durante a 52ª Reunião Anual da Sociedade Brasileira para o Progresso da Ciência.;USP;ORG;astrofísico de;João Steiner;PER
Segundo Cassius Vinicius Stevani, químico da USP que coordena os estudos, é possível que o material recolhido abranja pelo menos dez espécies novas.;USP;ORG;químico de;Cassius Vinicius Stevani;PER
A identificação e descrição está sendo feita com a ajuda de Marina Capelari, do Instituto de Botânica de São Paulo, e Dennis Desjardin, da Universidade Estadual de San Francisco (Estados Unidos).;Instituto de Botânica de São Paulo;ORG;de;Marina Capelari;PER
A identificação e descrição está sendo feita com a ajuda de Marina Capelari, do Instituto de Botânica de São Paulo, e Dennis Desjardin, da Universidade Estadual de San Francisco (Estados Unidos).;Instituto de Botânica de São Paulo;ORG;;Estados Unidos;PLC
A identificação e descrição está sendo feita com a ajuda de Marina Capelari, do Instituto de Botânica de São Paulo, e Dennis Desjardin, da Universidade Estadual de San Francisco (Estados Unidos).;Universidade Estadual de San Francisco;ORG;;Marina Capelari;PER
A identificação e descrição está sendo feita com a ajuda de Marina Capelari, do Instituto de Botânica de São Paulo, e Dennis Desjardin, da Universidade Estadual de San Francisco (Estados Unidos).;Universidade Estadual de San Francisco;ORG;de;Dennis Desjardin;PER
Para Greg Laden, da Universidade de Minnesota, e Richard Wrangham, da Universidade Harvard, raízes, tubérculos e outros USOs (sigla em inglês para 'órgãos subterrâneos de armazenamento' das plantas) permitiram que os primeiros hominídeos, como são conhecidos os ancestrais do homem, saíssem da mata fechada e colonizassem ambientes abertos a partir de uns 6 milhões de anos atrás.;Universidade de Minnesota;ORG;de;Greg Laden;PER
Para Greg Laden, da Universidade de Minnesota, e Richard Wrangham, da Universidade Harvard, raízes, tubérculos e outros USOs (sigla em inglês para 'órgãos subterrâneos de armazenamento' das plantas) permitiram que os primeiros hominídeos, como são conhecidos os ancestrais do homem, saíssem da mata fechada e colonizassem ambientes abertos a partir de uns 6 milhões de anos atrás.;Universidade de Minnesota;ORG;;Richard Wrangham;PER
Para Greg Laden, da Universidade de Minnesota, e Richard Wrangham, da Universidade Harvard, raízes, tubérculos e outros USOs (sigla em inglês para 'órgãos subterrâneos de armazenamento' das plantas) permitiram que os primeiros hominídeos, como são conhecidos os ancestrais do homem, saíssem da mata fechada e colonizassem ambientes abertos a partir de uns 6 milhões de anos atrás.;Universidade de Minnesota;ORG;;Universidade Harvard;PER
Para Greg Laden, da Universidade de Minnesota, e Richard Wrangham, da Universidade Harvard, raízes, tubérculos e outros USOs (sigla em inglês para 'órgãos subterrâneos de armazenamento' das plantas) permitiram que os primeiros hominídeos, como são conhecidos os ancestrais do homem, saíssem da mata fechada e colonizassem ambientes abertos a partir de uns 6 milhões de anos atrás.;Universidade Harvard;ORG;;Greg Laden;PER
Para Greg Laden, da Universidade de Minnesota, e Richard Wrangham, da Universidade Harvard, raízes, tubérculos e outros USOs (sigla em inglês para 'órgãos subterrâneos de armazenamento' das plantas) permitiram que os primeiros hominídeos, como são conhecidos os ancestrais do homem, saíssem da mata fechada e colonizassem ambientes abertos a partir de uns 6 milhões de anos atrás.;Universidade Harvard;ORG;de;Richard Wrangham;PER
O trabalho foi coordenado pelo geocientista Charles Vörösmarty, da Universidade de New Hampshire, em os Estados Unidos.;Universidade de New Hampshire;ORG;de;Charles Vörösmarty;PER
O trabalho foi coordenado pelo geocientista Charles Vörösmarty, da Universidade de New Hampshire, em os Estados Unidos.;Universidade de New Hampshire;ORG;em;Estados Unidos;PLC
A demanda aumenta de forma drástica no mundo todo', afirmou o especialista em recursos hídricos José Galizia Tundisi, do Instituto Internacional de Ecologia, em São Carlos (SP).;Instituto Internacional de Ecologia;ORG;de;José Galizia Tundisi;PER
A demanda aumenta de forma drástica no mundo todo', afirmou o especialista em recursos hídricos José Galizia Tundisi, do Instituto Internacional de Ecologia, em São Carlos (SP).;Instituto Internacional de Ecologia;ORG;em;São Carlos;PLC
A demanda aumenta de forma drástica no mundo todo', afirmou o especialista em recursos hídricos José Galizia Tundisi, do Instituto Internacional de Ecologia, em São Carlos (SP).;Instituto Internacional de Ecologia;ORG;em;SP;PLC
A sorte dos cientistas liderados por Jillian Banfield, da Universidade da Califórnia em Berkeley, foi que a amostra de efluentes ácidos analisada tinha um pequeno número de organismos.;Universidade da Califórnia;ORG;de;Jillian Banfield;PER
