;sentence;class
813;No próximo sábado, a as 16h, Ronaldo Lemos, diretor do Creative Commons no Brasil, irá participar de um debate com os membros do Superflex, na Vermelho, e logo após será realizada uma gincana intitulada 'Free Beer Pub Quiz', na qual participantes receberão prêmios ao responderem questões sobre propriedade intelectual e direitos autorais. , Ronaldo Lemos , Vermelho;0
1369;O presidente da Empresa Brasileira de Pesquisa Agropecuária, Alberto Portugal, salientou que a empresa busca soluções para os problemas da agricultura nacional. , Alberto Portugal , Empresa Brasileira de Pesquisa Agropecuária;1
2833;Mainardi ressalta ainda que o funcionamento do PIX, o sistema de pagamentos instantâneos criado pelo Banco Central do Brasil, e as inovações em open banking formam um contexto bastante propício para a expansão de negócios da Zucchetti no país, tendo a solidez da Compufour como aditivo para essa movimentação. , PIX , Banco Central do Brasil;1
674;O diretor do Centro de Emprego de Torres Vedras justifica o aumento do desemprego no conselho de Mafra com a procura crescente de que este conselho é alvo por parte de pessoas da Grande Lisboa que vêm residir para Mafra e continuam a trabalhar na capital. , Centro de Emprego de Torres Vedras , Mafra;0
1266;O Grupo Carrefour Brasil informou nesta segunda-feira que o Banco Carrefour lançou um marketplace de seguros e serviços , destinado a clientes do cartão Carrefour e do cartão Atacadão , que terão condições especiais , e não clientes que possuem outros cartões de crédito . , Banco Carrefour , Atacadão;0
981;Os censores de Zé Gregori elaboram um ofício advertindo a Rede Record por causa da exibição do filme Fogo contra Fogo em horário impróprio no último domingo. , Rede , Fogo contra Fogo;0
2545;Como prometido, a novidade chega primeiramente ao Reino Unido e deve ser disponibilizada para outros países da Europa nos próximos meses. , Europa , Reino Unido;0
2353;O banco Santander do México já veio conhecer o Way , completou Cury . , México , Way;0
1448;Outra startup que faz parte do grupo é a Eletrika , dos sócios Lucilene Oliveira , Alexandre Hellis e Oswaldo Prates . , Alexandre Hellis , Oswaldo Prates;0
2845;Movimento vai afetar as grandes áreas corporativas do BB, o Flexy por ora, não está sendo aplicado a agências ou a pequenos escritórios espalhados pelo País. , BB , País;0
80;A Companhia de Tecnologia da Informação e Comunicação do Paraná é uma sociedade de economia mista do governo do Estado do Paraná , e lançou o programa em parceria com a empresa canadense de soluções e inovação ‘Blockchain Research Institute’ . , Estado do Paraná , Blockchain Research Institute;0
1850;Com parceria de empresas como MEI Fácil , Dicas MEI , MarketUP e Sebrae , o Bradesco mantém um portal exclusivo onde MEIs são auxiliados no processo de formalização e abertura de conta PJ e contam com diversos serviços e software gratuitos que ajudam na gestão do negócio . , MEI Fácil , Dicas MEI , MEIs;0
1596;Segundo a Uber , a parceria cria uma ferramenta chamada U-Check , que foi desenvolvida pelo Centro de Desenvolvimento Tecnológico Tech Center em parceria com o time de engenheiros da Uber em San Francisco EUA . , Centro de Desenvolvimento Tecnológico Tech Center , U-Check;1
3186;Ao aderir à plataforma, a Shell passa a fazer parte de uma rede local e global da ONU, que conta com mais de 3 mil companhias no mundo e cerca de 400 no Brasil. , Brasil , Shell;0
704;Desenvolvido pelo Instituto Sicoob em parceria com o Sescoop/PR , neste ano o Programa Cooperjovem chegou a mais um município da área de atuação do Sicoob Metropolitano . , PR , Programa Cooperjovem;0
573;Bradesco , Itaú e Santander viram nas pequenas e médias empresas uma válvula de escape para os bilhões de reais que têm disponíveis para empréstimo . , Bradesco , Itaú;0
2877;No ano passado, o Santander decidiu apostar na Superdigital e exportar o modelo para sete países da América Latina. , Santander , América Latina;0
2643;A empresa de móveis e acessórios para decoração Estok, conhecida pela sua marca Tok&Stok, pediu ontem 20 registros para uma oferta inicial de ações IPO, na sigla em inglês. , Estok , Tok&Stok;1
659;Como os proprietários abrangidos pelo traçado inicial em menor número do que na segunda versão receberam a primeira informação da Transgás - referente à área de terreno necessária para a servidão - com data de 7 de Julho de 1995, a Câmara terá elaborado as alterações em os quatro dias seguintes. , Transgás , Câmara;0
522;As logomarcas nos totens dos bancos de Boston e Citibank, Clube Banco dos Ingleses e lanchonete McDonalds estavam manchadas de sangue. , McDonalds , Clube Banco dos Ingleses;0
1495;Preocupada em expandir a sua área de atuação e em tornar a experiência dentro de um banco mais agradável , a Havanna fecha parceria com o Santander para inaugurar um novo modelo de negócios . , Santander , Havanna;1
2664;A proposta já vinha sendo estudada desde o começo deste ano pelo Sicoob Ecocredi, que contou com o apoio do Sicoob Nacional , tendo ainda como direcionadores os bases legais e normativos do Banco Central, órgão que fiscaliza as instituições financeiras no Brasil. , Banco Central , Sicoob Nacional;0
1449;Outra startup que faz parte do grupo é a Eletrika , dos sócios Lucilene Oliveira , Alexandre Hellis e Oswaldo Prates . , Alexandre Hellis , Lucilene Oliveira;0
3000;O X Lab, da Alphabet, holding que controla o Google, criou um robô agricultor Plant Buggy, que coleta dados de plantações nos Estados Unidos. , X Lab , Google;0
2303;A Stone e outras concorrentes já vêm ganhando mercado até pouco tempo dominado pela Cielo, controlda por Banco do Brasil e Bradesco . , Bradesco , Banco do Brasil;0
301;A projeção foi feita pela diretora-executiva da Accenture , Edlayne Burr , na abertura da quarta edição do Fintech View , evento realizado ontem em São Paulo pela Cantarino Brasileiro em parceria com o FintechLab . , Cantarino Brasileiro , Fintech View;0
2399;Alguns exemplos : o BV oferece empréstimos para viagens em parceria com a CVC , financiamentos para painéis solares com a Portal Solar , e graduação em parceria com a Crédito Universitário PraValer e a Kroton Imaginamos algo como o Waze do crédito,  há um trabalho de coleta e análise de dados . , Portal Solar , BV;0
2047;Mastercard e Mercado Pago anunciaram na última semana um novo acordo dentro de sua aliança estratégica para incorporar novas modalidades de pagamento e promover a inclusão financeira na região da América Latina e Caribe . , América Latina , Caribe;0
2763;Cerca de 50% dos usuários das vias controladas pela companhia utilizam sistema de pedágio eletrônico, disponível nos estados do Espírito Santo, Minas Gerais, Paraná e Rio Grande do Sul, além da Ponte Rio-Niterói, no Rio de Janeiro. , Paraná , Minas Gerais;0
2972;À frente do projeto está Marcelo Labuto, ex-presidente do Banco do Brasil, que tem passagem pela BB Seguridade e que chegou ao Santander em abril para a diretoria de varejo, mas logo se deparou com os escritórios vazios devido à quarentena. , Banco do Brasil , BB Seguridade;0
455;Ainda ontem, o prefeito de Ribeirão, Gilberto Maggioni do PMN, assinou uma carta de intenção com a USP para colocar parte da frota da administração municipal movida a biodiesel, já a partir de junho. , USP , Ribeirão;0
1113;O Banco Inter não é aceito por algumas empresas como o Google Adsense , Skrill e Neteller . , Skrill , Banco Inter;1
448;No final de abril , estivemos na Agrishow para conhecer as startups presentes na Arena da Inovação e falamos sobre a SeeTree , uma agtech israelense ainda pouco conhecida , mas que já atuava no Brasil com sua solução de monitoramento de cítricos . , SeeTree , Agrishow;0
3206;Singu, plataforma digital brasileira de serviços de beleza em domicílio, criada por Tallis Gomes, fundador da Easy Taxi. , Tallis Gomes , Singu;1
2397;De acordo com o presidente da divisão agrícola da Bayer , Gerhard Bohne , o acesso à internet , as gerações mais jovens que vêm assumindo a frente do negócio da família no campo e a necessidade de levar o ambiente de compras on line tanto para os produtores quanto aos distribuidores da Bayer foram algumas as principais razões que levaram a companhia a investir neste novo modelo de negócio . , Bayer , Gerhard Bohne;1
1445;Outra proposta de 1998, de um laboratório de biotecnologia da base de Brooks da Força Aérea, próxima de San Antonio no Texas, era refinar 'biocatalizadores' já em desenvolvimento. , Texas , San Antonio;1
2799;Depois de quase dois anos de testes, a National Payment Corporation of India , apoiada pelo Banco Central Indiano, disse que o WhatsApp cumpriu todas as normas de proteção de dados e pode entrar em operação em breve. , WhatsApp , Banco Central Indiano;0
1271;O Grupo Pão de Açúcar GPA anunciará nos próximos meses uma parceria com o Itaú Unibanco para oferecer serviços de meios de pagamento , disse Antonio Salvador , diretor de transformação digital . , Itaú Unibanco , Grupo Pão de Açúcar;1
3240;O levantamento mensal abrange o Banco do Brasil, Bradesco, Caixa Econômica Federal, Itaú, Safra e Santander. , Caixa Econômica Federal , Bradesco;0
2170;Esta solução , em teste desde o ano passado , foi desenvolvida em parceria com Planeta Informática , Ingenico Group e Digicon . , Ingenico Group , Planeta Informática;1
1168;O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën . , Peugeot , Cubo Itaú;0
553;Banco Votorantim , junto com Monashees e Mindset Ventures , anunciam uma rodada de investimento de 6 milhões de dólares na WEEL , plataforma online de antecipação de recebíveis . , Monashees , Banco Votorantim;1
759;É verdade que no PSD há a presença deste 'bloco central', mas há também uma tradição de ruptura que, no passado, tornou o partido na principal força reformista em Portugal. , em Portugal , PSD;0
3140;Outra opção é a linha de crédito Faça Acontecer, do Sicoob-ES, que tem convênio com a Católica de Vitória Centro Universitário, Faesa, Fucape e Universidade Vila Velha, por exemplo. , Fucape , Faesa;0
1591;Segundo a Grab , o investimento será usado para oferecer aos usuários um super aplicativo e eleva a rodada da Série H de investimentos da Grab para mais de US$4, 5 bilhões . , Grab , Série H;1
2175;Assinado durante a 26º edição da Agrishow , o acordo prevê que a companhia forneça dados que auxiliem na tomada de decisão dos usuários do Agrobot , plataforma de consultoria virtual do BB , que combina a expertise do banco com fontes externas para oferecer insights de negócio relevantes , de forma contextualizada , fácil e conveniente . , Agrobot , Agrishow;0
2408;Companhia brasileira de tecnologia já havia recebido um aporte de R$ 40 milhões da Igah Ventures no início de 2020, que entre outras coisas, o capital foi utilizado para aquisição recente da gaúcha Meerkat, que desenvolveu um algoritmo de biometria facial. , Meerkat , Igah Ventures;0
897;Guilherme Lago se juntou em junho ao Nubank como responsável pelas atividades de mercado de capitais . , Guilherme Lago , Nubank;1
563;Visa , a empresa de adquirência Cielo e seus sócios controladores Banco do Brasil e Bradesco anunciaram nesta terça-feira que vão lançar na próxima semana uma solução conjunta de pagamento para transporte público . , Cielo , Visa;1
3134;Outra opção é a linha de crédito Faça Acontecer, do Sicoob-ES, que tem convênio com a Católica de Vitória Centro Universitário, Faesa, Fucape e Universidade Vila Velha, por exemplo. , Católica de Vitória Centro Universitário , Faesa;0
1167;O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën . , Peugeot , Redpoint;0
861;Debora MacKenzie, da New Scientist Bactérias que comem estradas e edifícios . , New Scientist Bactérias , Debora MacKenzie;1
570;World Alliance of Reformed Churches condena a guerra no Iraque . , Iraque , World Alliance of Reformed Churches;1
822;Em Portugal , o crédito com desconto em folha já é oferecido em parceria com o banco BNI , que inovou ao adotar o modelo em parceria com a SalaryFits . , SalaryFits , banco BNI;1
825;Em testes in vitro, elas foram eficientes contra o câncer de mama, por exemplo, afirma Jonas Perales, do Laboratório de Toxinologia, que coordena os estudos. , Laboratório de Toxinologia , Jonas Perales;1
1366;O preço actual do petróleo ficou agora mais próximo do pico de 100 dólares de 1980 provocado pela guerra entre o Irã e o Iraque, dois países-membros da OPEP. , Iraque , OPEP;1
2156;O ‘boom’ das fintechs na China está forçando bancos a aumentar seu orçamento em tecnologia enquanto chegam a uma nova fase de transformação digital , disse Pan Guangwei , vice-presidente executivo da Associação Bancária da China , durante evento em Shangai em dezembro . , Associação Bancária da China , Pan Guangwei;1
595;Cientistas do Centro de Estudos de Saclay, na França, parecem ter encontrado o primeiro indício de que a Via Láctea esteja cercada por um verdadeiro campo minado de buracos negros, cerca de 1 milhão ao todo, eles estimam. , França , Via Láctea;0
1000;Na opinião da gerente do Sicoob Coopere em Paulo Afonso , Graziele Soares , o Dia de Cooperar mostra que a cooperativa , os cooperados e parceiros acreditam que a cooperação e o compartilhamento transformam o mundo em um lugar melhor para se viver . , Dia de Cooperar , Sicoob Coopere;0
1952;O Samsung Creative Startups , programa de aceleração de empreendimentos de base tecnológica da empresa em parceria com a Assciação Nacional de Entidades Promotoras de Empreendimentos Inovadores e o Centro Coreano de Economia Criativa e Inovação , acaba de divulgar as 31 startups pré-selecionadas para a 4ª Rodada do programa . , O Samsung Creative Startups , Assciação Nacional de Entidades Promotoras de Empreendimentos Inovadores;0
2220;De acordo com as fontes da Reuters , a expectativa é que , com a aquisição , Amazon possa utilizar as redes sem fio da T-Mobile por cerca de 6 anos . , Amazon , Reuters;0
3269;A Barbosa Chip é homologada pela Anatel e usará a infraestrutura de rede da Dry, que é uma MVNO credenciada que está conectada à plataforma da Surf Telecom, uma agregadora de MVNOs. , Dry , Barbosa Chip;1
2369;Há pelo menos dois anos , o Banco Votorantim tem feito parcerias com várias fintechs , incluindo GuiaBolso , aproveitando a tendência recente de expansão dos serviços financeiros por meio de plataformas tecnológicas . , Banco Votorantim , GuiaBolso;1
405;A Tencent , uma das empresas mais valiosas da Ásia , anunciou no ano passado que aumentaria os investimentos em várias áreas-chave , incluindo pagamento digital , onde seu serviço se une ao rival Alipay , apoiado pelo Alibaba Group Holding Ltd , Alipay , Ásia;0
20;A administração, vendas e a fábrica da Marfinite ficam em Itaquaquecetuba, na Grande São Paulo, em um terreno de 230 metros quadrados, com 25 metros quadrados de área construída . , Itaquaquecetuba , Marfinite;1
2439;O canal, que estreia na semana que vem, no dia 15 de março, terá o banco como parceiro oficial do CNN Brasil Business, plataforma de economia da CNN que terá conteúdo digital com foco no mercado de investimentos e finanças pessoais. , CNN , CNN Brasil Business;1
3234;A solução da empresa, que utiliza a Internet das Coisas IoT e Big Data, foi desenvolvido em parceria com a Cooperativa Vinícola Aurora, de Bento Gonçalves , Cooperativa Vinícola Aurora , Internet das Coisas IoT;0
2851;Na Natura&Co, dono das marcas Natura, Avon, Aesop e The Body Shop, houve um crescimento de 225% nas vendas em comércio eletrônico no segundo trimestre do ano. , Aesop , Avon;0
392;A startup paulista começou seus trabalhos há pouco mais de 2 anos , e agora , com um produto SaaS software as a service sólido e implementado em grandes clientes como  Coca-Cola , Nestlé e Siemens , a Incentivar.io considera o momento ideal para disponibilizar seu produto de incentivo para pequenas e médias empresas . , Siemens , Incentivar.io;0
1778;Banco do Brasil , Caixa , Olé , Pan e BMG já são instituições credenciadas para operar em parceria . , BMG , Olé;0
593;Cansados de terem que contar com a boa vontade dos dirigentes de grandes clubes com o novo esporte, em 1981 os principais jogadores de Niterói, até então jogando no Flamengo, juntaram-se ao clube no qual muitos de eles praticavam também o rugby, formando então, a equipe de handebol do Niterói Rugby. , Niterói , Flamengo;0
3188;Redes como D’Avó, de São Paulo, e Super Lagoa, no Nordeste, já oferecem aos clientes a opção de eles sacarem dinheiro diretamente no caixa. , São Paulo , Super Lagoa;0
1104;O Banco Central trabalha na construção de um programa , em parceria com os Bancos , para que os tomadores de crédito que realizem cursos e treinamentos em educação financeira sejam beneficiados com descontos nas taxas de seus financiamento. , Banco Central , Bancos;1
2598;Por isso, nosso primeiro case de open banking PJ foi construído com a Contabilizei, startup de contabilidade 100% online, e está bem alinhada com o Banco BS2 no sentido de dar ao empresário o bem mais valioso que ele precisa para o sucesso do seu empreendimento, o tempo , explica Breno Guelman, head do BS2 Empresas. , BS2 Empresas , Breno Guelman;1
836;Esse vírus é antigo e é uma zoonose, diz o virologista Paolo Zanotto, da USP, que está preparando um diagnóstico molecular da pneumonia. , Paolo Zanotto , USP;1
3254;Mas é um private mais democrático, para quem tem a partir de R$ 1 milhão, diz João Vitor Menin, presidente do Inter, com exclusividade ao NeoFeed. , Inter , NeoFeed;0
2973;À frente do projeto está Marcelo Labuto, ex-presidente do Banco do Brasil, que tem passagem pela BB Seguridade e que chegou ao Santander em abril para a diretoria de varejo, mas logo se deparou com os escritórios vazios devido à quarentena. , Banco do Brasil , Santander;0
1257;O governo da Rússia vai apoiar uma ação da Otan contra as posições sérvias ao redor de Sarajevo 'como último recurso, para defender as tropas da ONU', disse ontem o chanceler Andrei Kozirev. , Andrei Kozirev , Rússia;1
819;Em oito anos, detectamos mais de 300 eventos, graças ao o nosso sistema de calibragem dos dados de satélite', conta Douglas Revelle, do Laboratório Nacional de Los Alamos, um dos autores do estudo, que está publicado na edição de hoje da revista britânica 'Nature class' . , Laboratório Nacional de Los Alamos , Douglas Revelle;1
589;"Pedro Guimarães , tem na mira quatro objetivos definidos  1  fechar parcerias e realizar ofertas de ações em segmentos como seguros , cartões de crédito , loterias e gestão de recursos; 2  venda de ações do FI-FGTS , como as do Banco do Brasil; 3  a oferta do Banco Pan ex-Panamericano ; e 4  devolução dos recursos em torno dos instrumentos híbridos de capital e dívida ao governo . , Pedro Guimarães , Banco Pan ex-Panamericano";0
248;A Midway é parte do grupo dono das lojas Riachuelo . , Riachuelo , Midway;1
1310;O Magazine Luiza , por sua vez , está desenvolvendo seu projeto a sete chaves , o que inclui até mesmo a ida do diretor-presidente Frederico Trajano à China . , Frederico Trajano , China;1
2153;Os serviços contratados através do Rappi são fornecidos por outras empresas , como a Singu , marketplace de beleza e cuidados pessoais , e a Getninjas , de serviços em geral . , Rappi , Getninjas;0
1144;O CONCRED será realizado entre os dias 21 e 23 de novembro , em Florianópolis . , Florianópolis , CONCRED;1
846;Estamos nas garras de uma revolução de fintechs e 2019 será um ano crucial , com desenvolvimentos sísmicos que variam do tumulto do Brexit ao início da GDPR , da implementação do open banking , também conhecida como PSD2 , e a evolução contínua dos serviços baseados em blockchain . , Brexit , PSD2;0
2647;A Drogaria Araújo tem mais de 250 pontos de venda em Minas Gerais e projeta aumento de 20% no volume este ano. , Minas Gerais , Drogaria Araújo;1
9;A abertura do evento contou com a presença de Fernando Gomes, presidente da Câmara Municipal do Porto, e do vereador Wan Chun, em representação de Sales Marques, presidente do Leal Senado. , Leal Senado , Wan Chun;0
922;Itaú fecha parceria com OLX . , OLX , Itaú;1
1901;Seguindo um movimento nacional do Banco do Brasil , a agência de Campo Mourão abre no dia 29 deste mês e prossegue até o dia 4 de novembro , a campanha MPE Week , destinada a MPEs . , MPE Week , agência de Campo Mourão;1
1295;O Hurb , novo nome do Hotel Urbano e o Santander Esfera , programa de fidelidade do Banco Santander , firmaram uma parceria que vai render pontos e vantagens para os clientes de ambas as empresas . , Hurb , Banco Santander;0
972;O Ministro da Defesa Nacional, Nuno Severiano Teixeira, desloca-se ao Afeganistão, no dia 29 de Dezembro, para efetuar uma visita às Forças Nacionais Destacadas em Cabul . , Afeganistão , Forças Nacionais Destacadas;0
1116;Um divisor de águas foi o posicionamento do então Ministério da Fazenda em ação movida pelo Bradesco contra o GuiaBolso . , Ministério da Fazenda , Bradesco;1
2198;A American Express anunciou que assinou um acordo para adquirir a Resy , a plataforma digital de reserva e gerenciamento de reservas de restaurantes . , Resy , American Express;1
390;A startup paulista começou seus trabalhos há pouco mais de 2 anos , e agora , com um produto SaaS software as a service sólido e implementado em grandes clientes como  Coca-Cola , Nestlé e Siemens , a Incentivar.io considera o momento ideal para disponibilizar seu produto de incentivo para pequenas e médias empresas . , Nestlé , Siemens;0
1225;O evento Summit AgriHub reuniu nesta quinta-feira , em Cuiabá , produtores rurais vindos de vários municípios de Mato Grosso , pesquisadores e empresas de tecnologias do Brasil para debater as novidades incorporadas aos sistemas de produção . , Mato Grosso , Cuiabá;0
988;MinTech a fintech que nasceu nos EUA , cresceu na China e chegou ao Brasil . , EUA , MinTech;1
1863;A Autopass , empresa de tecnologia , soluções e serviços associados à mobilidade urbana , e a Icatu Seguros acabam de fechar um MOU (memrand o de entendimento) para a criação de uma parceria . , Autopass , Icatu Seguros;1
1796;O usuário consegue comparar prazos , condições , juros dessa modalidade de crédito de diversos bancos , como Bradesco , Banco do Brasil , Itaú , Safra , e faz a contratação ali mesmo , de acordo com a sua necessidade . , Bradesco , Banco do Brasil;0
380;A startup colombiana de entregas Rappi fez uma parceria com a Visa . , Rappi , Visa;1
3196;Segundo Wang, a pandemia de Covid-19 aumentou a concorrência no espaço de moeda digital. , Covid-19 , Wang;0
2873;No Brasil, pelo menos 17% dos consumidores já experimentaram o pagamento por aproximação por pelo menos uma vez, segundo pesquisa da Mobile Time, em parceria com a Opinion Box, publicada em setembro de 2019. , Opinion Box , Brasil;0
2407;Companhia brasileira de tecnologia já havia recebido um aporte de R$ 40 milhões da Igah Ventures no início de 2020, que entre outras coisas, o capital foi utilizado para aquisição recente da gaúcha Meerkat, que desenvolveu um algoritmo de biometria facial. , Companhia Brasileira de Tecnologia , Igah Ventures;1
1053;No próximo domingo , termina o prazo de inscrições para o espaço FintechCoopLab , iniciativa coordenada pelo FintechLab e pelo Torq em parceria com a Confebras , realizadora do evento . , Torq , FintechLab;0
2309;A Airfox , uma startup que fornece serviços financeiros transformadores para os mercados emergentes , anunciou hoje uma parceria com a ZestFinance , especialista em inteligência artificial , e a gigante do varejo brasileiro Via Varejo para entregar um novo modelo de microcrédito com infraestrutura algor . , ZestFinance , Via Varejo;0
231;A Legião da Boa Vontade, instituição educacional, cultural, beneficente e filantrópica, foi fundada no Brasil pelo jornalista, radialista e poeta Alziro Zarur no programa de rádio 'Hora da Boa Vontade', na Rádio Globo do Rio de Janeiro . , Hora da Boa Vontade , Rádio Globo do Rio de Janeiro;1
1050;No próximo domingo , termina o prazo de inscrições para o espaço FintechCoopLab , iniciativa coordenada pelo FintechLab e pelo Torq em parceria com a Confebras , realizadora do evento . , Confebras , FintechCoopLab;0
1600;Segundo o Banco Central , existem mais de 20 competidores nesse mercado que até 2010 era centrado apenas em Cielo , do Banco do Brasil  , e Rede , do Itaú Unibanco . , Banco Central , Itaú Unibanco;0
989;MinTech a fintech que nasceu nos EUA , cresceu na China e chegou ao Brasil . , China , Brasil;0
1748;A fim de reafirmar a sua presença nesse território , o Bradesco lança sua nova estratégia de comunicação para os Esportes , que inclui campanha criada pela Publicis Brasil com histórias reais de esportistas anônimos e famosos , além da série Desafio pra frente , desenvolvida em parceria com a ESPN , que tem a participação de profissionais da rede de esportes . , Bradesco , ESPN;0
1420;O Starling Bank , o banco líder em mobilidade , recentemente eleito o Melhor Banco da Grã-Bretanha em 2018 , tornou-se o primeiro banco exclusivamente móvel a fazer parceria com os Correios para oferecer serviços de Banca de Dia a Dia aos seus clientes . , Starling Bank , Correios;0
23;A Adyen , processadora de pagamentos pioneira na adoção das carteiras digitais no Brasil , se uniu ao Google para integrar a função débito ao Google Pay . , Brasil , Google;0
2712;Antes disso, em outubro de 2019, a financeira Midway, que pertence ao grupo Guararapes controlador da Riachuelo, também já havia anunciado que se preparava para ser banco e esperava pela autorização da autoridade monetária em 2020. , Riachuelo , Guararapes;1
3026;Com sede em Pouso Alegre, no Sul de Minas, o banco contará também com escritório em São Paulo. , São Paulo , Pouso Alegre;0
2930;O SCCSBT lançou em parceria com o Sicoob, o quadro Tempo de Valor. , Tempo de Valor , Sicoob;0
1568;Se eles olhassem como ficou a lata , não haveria problema legal ', afirmou Jakob Fenger, um dos membros do Coletivo, em entrevista para a Folha de São Paulo, em matéria que informa ainda' Por meio de sua assessoria, a AmBev, fabricante do guaraná Antarctica . , Jakob Fenger , Antarctica;0
817;No próximo sábado, a as 16h, Ronaldo Lemos, diretor do Creative Commons no Brasil, irá participar de um debate com os membros do Superflex, na Vermelho, e logo após será realizada uma gincana intitulada 'Free Beer Pub Quiz', na qual participantes receberão prêmios ao responderem questões sobre propriedade intelectual e direitos autorais. , Vermelho , Creative Commons;0
1823;Aprendemos que , quando criamos para a Índia , criamos para o mundo , disse Caesar Sengupta , vice-presidente da iniciativa do Google Next Billion Users e do Payments , no evento Google for India  em Nova Déli , na terça-feira . , Caesar Sengupta , Google for India;0
1401;O Serasa Limpa Nome , serviço do Serasa Consumidor que possibilita a negociação de dívidas atrasadas e negativadas , acaba de anunciar a chegada de mais um grande parceiro a empresa de telefonia OI . , Serasa Limpa Nome , OI;1
342;A Resistência Islâmica, ala armada do Hizbollah, apoiada pelo Irã e pela Síria, reivindicou o ataque em um comunicado em que disse que visara 'uma coluna de líderes israelitas'. , Resistência Islâmica , Irã;1
855;Este é um grande diferencial de mercado e acreditamos que incentivará ainda mais o consumidor a utilizar seus benefícios , afirma João Pedro Paro Neto , presidente da Mastercard para o Brasil e Cone Sul . , João Pedro Paro Neto , Brasil;1
1866;O Mercado Pago , fintech do grupo Mercado Livre , e a Hub Fintech , startup fornecedora de soluções de negócios em meios de pagamento , firmaram parceria para criação de uma oferta compartilhada . , Hub Fintech , Mercado Livre;0
1813;A gigante de buscas dos EUA está formando uma parceria com o HDFC Bank , o ICICI Bank , o Kotak Mahindra Bank e o Federal Bank para oferecer empréstimos instantâneos e pré-aprovados a clientes diretamente pelo Google Pay em questão de segundos , anunciou em uma declaração . , HDFC Bank , Federal Bank;0
2436;A ByteDance, proprietária do TikTok, está tomando medidas para entrar no negócio de corretagem de ações online e gestão de fortunas em Hong Kong, mostraram documentos de registro de marcas. , TikTok , ByteDance;1
1755;O novo canal digital pretende facilitar e agilizar essa busca , já que concentra no mesmo ambiente empresas que estão dispostas a fazer uma análise individual e oferecer propostas personalizadas de acordo com o perfil de quem solicitou , estimulando inclusive , o crédito consciente , diz o vice-presidente de Micro , Pequenas e Médias Empresas da Serasa Experian , Victor Loyola . , Micro , Pequenas e Médias Empresas da Serasa Experian , Victor Loyola;1
2861;Na semana passada, o Banco Original fechou uma parceria com a MetLife do Brasil para ofertar seguro de vida e de acidentes pessoais aos clientes do banco. , Banco Original , MetLife do Brasil;1
1103;O banco CBSS , controlado pelos sócios Bradesco e Banco do Brasil , fez uma parceria com a fintech Geru para empréstimos a pessoas físicas . , Banco do Brasil , Bradesco;0
2793;Dentro dos planos estratégicos de expansão para o Paraná, a Unicred, uma das maiores cooperativas financeiras do País com mais de 220 mil cooperados, inaugurou uma nova agência em Foz do Iguaçu. , Paraná , País;0
2428;A Bitz, carteira digital e conta de pagamentos do Bradesco lançada neste ano, anunciou a aquisição da DinDin, fintech paulistana que atua no mesmo setor há quatro anos. , Bitz , Bradesco;1
74;A cimeira União Europeia-África, prevista para 8 e 9 de Dezembro em Lisboa, não deve ser uma cimeira sobre o presidente do Zimbabwe, Robert Mugabe, defendeu hoje José Sócrates, primeiro-ministro português e presidente em exercício da União Europeia . , Lisboa , Dezembro;0
2079;Empresas como O Boticário e o atacado Assaí , do Grupo Pão de Açúcar , decidiram lançar subcredenciadoras , associando-se às grandes empresas de maquininhas , mas usando marca própria nos terminais distribuídos aos franqueados . , Assaí , O Boticário;0
2278;A U-Check utilizará a base de dados da Serasa Experian para colher informações adicionais via API . , Serasa Experian , U-Check;1
2756;As informações são da edição desta quarta-feira da Coluna do Broadcast, do Estadão. , Coluna do Broadcast , Estadão;1
1879;Para chamar a atenção das PMEs , a Porto Seguro promete aos empresários o acesso à uma ferramenta de organização financeira criada pela Mastercard , além de uma profissionalização dos negócios . , PMEs , Mastercard;0
2509;A Line, com sede no Japão, juntou forças com o Kasikornbank da Tailândia na Line BK, um serviço de banco social . , Kasikornbank , Line;1
323;A Rede , credenciadora de cartões controlada pelo Itaú Unibanco , negocia uma parceria com a americana First Data . , First Data , Itaú Unibanco;0
3220;Os materiais disponíveis, desenvolvidos pela própria Sicoob Universidade em parceria com Uol Edtech, Banco Central e FGCoop, abordam temas variados voltados ao cooperativismo. , Uol Edtech , Banco Central;0
1996;De acordo com a Exame , com o investimento , a XP adquiriu uma participação minoritária da Olivia e se torna a parceria oficial da startup : os clientes receberão recomendações personalizadas de produtos financeiros da companhia . , Exame , XP;0
2559;A Stefanini Rafael, empresa de soluções de ciber segurança, comunicação e inteligência de dados do Grupo Stefanini. , Grupo Stefanini , Stefanini Rafael;1
528;Assim , a DigiFarmz foi escolhida pelo Sicredi , que buscava soluções voltadas justamente para a agricultura familiar e para a otimização de processos para a concessão de crédito . , Sicredi , DigiFarmz;1
